P,0.6949,0.27,1.246,0.1386,0,-0.01948,0,0.28,0,0.07794,0,0.5546
C,0.7339,0.27,1.523,0.7579,0.27,1.697,0.07
S,0.7579,0.27,1.697,0.105
C,0.7269,0.41,1.474,0.7269,0.48,1.474,0.05
C,0.7269,0.48,1.474,0.6161,0.48,1.295,0.042
C,0.6161,0.48,1.295,0.9376,0.48,1.097,0.042
C,0.7269,0.13,1.474,0.7269,0.06,1.474,0.05
C,0.7269,0.06,1.474,0.6756,0.06,1.27,0.042
C,0.6756,0.06,1.27,1.053,0.06,1.274,0.042
C,0.6559,0.34,0.969,0.797,0.34,0.5734,0.07
C,0.797,0.34,0.5734,0.419,0.34,0.5756,0.042
C,0.3992,0.34,0.5885,0.4604,0.34,0.4149,0.028
C,0.6559,0.2,0.969,0.5427,0.2,0.5645,0.07
C,0.5427,0.2,0.5645,0.2965,0.2,0.2778,0.042
C,0.2827,0.2,0.2804,0.3594,0.2,0.113,0.028
