P,0.73,0.27,1.229,0.1386,0,-0.01948,0,0.28,0,0.07794,0,0.5546
C,0.769,0.27,1.506,0.7933,0.27,1.679,0.07
S,0.7933,0.27,1.679,0.105
C,0.762,0.13,1.457,0.762,0.06,1.457,0.05
C,0.762,0.06,1.457,0.6906,0.06,1.259,0.042
C,0.6906,0.06,1.259,1.063,0.06,1.195,0.042
C,0.762,0.41,1.457,0.762,0.48,1.457,0.05
C,0.762,0.48,1.457,0.6696,0.48,1.268,0.042
C,0.6696,0.48,1.268,1.022,0.48,1.131,0.042
C,0.691,0.2,0.9515,0.638,0.2,0.5348,0.07
C,0.638,0.2,0.5348,0.4878,0.2,0.1879,0.042
C,0.4694,0.2,0.1807,0.5927,0.2,0.04411,0.028
C,0.691,0.34,0.9515,0.7368,0.34,0.534,0.07
C,0.7368,0.34,0.534,0.3878,0.34,0.6792,0.042
C,0.3803,0.34,0.6975,0.3704,0.34,0.5138,0.028
