############################################################################################################
# Minimums of wetness found for the following parameters:
# Body = RunningMan.in, vmax = 2 vfall
# dx = 0.001 m, nstep = 50
# nfit = 9, dv = 0.006 vfall
# Columns:
# vcross (vfall)	vtail (vfall)	vopt (vfall)	vopt_std (vfall)	Rmin (m^2)	Rmin_std (m^2)
############################################################################################################
0.600000000000	0.000000000000	2.000000000000	0.000000000000	0.464148992893	0.000000000000
0.600000000000	0.040816326531	2.000000000000	0.000000000000	0.455751628965	0.000000000000
0.600000000000	0.081632653061	2.000000000000	0.000000000000	0.447360161302	0.000000000000
0.600000000000	0.122448979592	2.000000000000	0.000000000000	0.438976067618	0.000000000000
0.600000000000	0.163265306122	2.000000000000	0.000000000000	0.430599968024	0.000000000000
0.600000000000	0.204081632653	2.000000000000	0.000000000000	0.422228477147	0.000000000000
0.600000000000	0.244897959184	2.000000000000	0.000000000000	0.413865103914	0.000000000000
0.600000000000	0.285714285714	1.847793663810	0.000317952102	0.405349332146	0.000000142586
0.600000000000	0.326530612245	1.636141255836	0.000254022064	0.395881619450	0.000000223051
0.600000000000	0.367346938776	1.542733458017	0.000222579742	0.385834109186	0.000000294452
0.600000000000	0.408163265306	1.480056403854	0.000041385129	0.375547189054	0.000000061659
0.600000000000	0.448979591837	1.440175381779	0.000122711118	0.365174676556	0.000000321750
0.600000000000	0.489795918367	1.402805531265	0.000130668098	0.354856497319	0.000000221015
0.600000000000	0.530612244898	1.338593921296	0.000179841456	0.344444617373	0.000000293829
0.600000000000	0.571428571429	1.295231969853	0.000080492386	0.333889255666	0.000000237950
0.600000000000	0.612244897959	1.281323206714	0.000065396040	0.323459911806	0.000000235288
0.600000000000	0.653061224490	1.279245641246	0.000328759901	0.313295036270	0.000001523683
0.600000000000	0.693877551020	1.290285161689	0.000168652031	0.303497293716	0.000000960478
0.600000000000	0.734693877551	1.296441855365	0.000032961386	0.294075647870	0.000000144143
0.600000000000	0.775510204082	1.299091652219	0.000029751927	0.284971474822	0.000000117766
0.600000000000	0.816326530612	1.300282147214	0.000061987818	0.276160378472	0.000000223045
0.600000000000	0.857142857143	1.300069827287	0.000052020401	0.267627687179	0.000000175525
0.600000000000	0.897959183673	1.300316002463	0.000080646074	0.259352829543	0.000000282644
0.600000000000	0.938775510204	1.306393098346	0.000288411162	0.251347468116	0.000001374051
0.600000000000	0.979591836735	1.324226945442	0.000127073069	0.243657010785	0.000000725616
0.600000000000	1.020408163265	1.346961776113	0.000297926849	0.236317656396	0.000002209757
0.600000000000	1.061224489796	1.374088641159	0.000319801784	0.229321847557	0.000002607207
0.600000000000	1.102040816327	1.404025459660	0.000261318088	0.222681811520	0.000002713059
0.600000000000	1.142857142857	1.433727179169	0.000390958251	0.216373270746	0.000003119868
0.600000000000	1.183673469388	1.461352186657	0.000061469838	0.210362059147	0.000000386086
0.600000000000	1.224489795918	1.488970941023	0.000226472967	0.204618320001	0.000001551098
0.600000000000	1.265306122449	1.518378442303	0.000105421122	0.199133894896	0.000000787920
0.600000000000	1.306122448980	1.549342206143	0.000041149929	0.193903595867	0.000000297201
0.600000000000	1.346938775510	1.580902953760	0.000032463404	0.188911463579	0.000000209810
0.600000000000	1.387755102041	1.613035206382	0.000059615525	0.184142875880	0.000000438679
0.600000000000	1.428571428571	1.645663315133	0.000049485822	0.179586645930	0.000000387481
0.600000000000	1.469387755102	1.678718564826	0.000056779174	0.175228950813	0.000000356372
0.600000000000	1.510204081633	1.712268132453	0.000031972049	0.171060721248	0.000000241917
0.600000000000	1.551020408163	1.746188615900	0.000050683836	0.167069428578	0.000000342237
0.600000000000	1.591836734694	1.780484887524	0.000048293084	0.163246515285	0.000000327646
0.600000000000	1.632653061224	1.815192284210	0.000085586318	0.159580829318	0.000000663395
0.600000000000	1.673469387755	1.850425326260	0.000190775308	0.156064226618	0.000001476239
0.600000000000	1.714285714286	1.886156353150	0.000230314313	0.152689924904	0.000001935238
0.600000000000	1.755102040816	1.922468919162	0.000281970925	0.149449571451	0.000002531132
0.600000000000	1.795918367347	1.962072228639	0.002146173108	0.146299107205	0.000039104514
0.600000000000	1.836734693878	2.000000000000	0.000000000000	0.143351300549	0.000000000000
0.600000000000	1.877551020408	2.000000000000	0.000000000000	0.142736509638	0.000000000000
0.600000000000	1.918367346939	2.000000000000	0.000000000000	0.145391560330	0.000000000000
0.600000000000	1.959183673469	2.000000000000	0.000000000000	0.148657287463	0.000000000000
0.600000000000	2.000000000000	2.000000000000	0.000000000000	0.152365352979	0.000000000000
