############################################################################################################
# Minimums of wetness found for the following parameters:
# Body = RunningMan.in, vmax = 2 vfall
# dx = 0.001 m, nstep = 50
# nfit = 9, dv = 0.006 vfall
# Columns:
# vcross (vfall)	vtail (vfall)	vopt (vfall)	vopt_std (vfall)	Rmin (m^2)	Rmin_std (m^2)
############################################################################################################
0.252631578947	0.000000000000	2.000000000000	0.000000000000	0.452239716894	0.000000000000
0.252631578947	0.063157894737	2.000000000000	0.000000000000	0.438982659781	0.000000000000
0.252631578947	0.126315789474	2.000000000000	0.000000000000	0.425728672461	0.000000000000
0.252631578947	0.189473684211	1.003697333357	0.000162160153	0.405662272889	0.000000998656
0.252631578947	0.252631578947	0.987394080212	0.000116062504	0.380647200369	0.000000923466
0.252631578947	0.315789473684	0.975522836457	0.000051022457	0.356927177204	0.000000367704
0.252631578947	0.378947368421	0.944645544114	0.000223696716	0.334237318703	0.000001186428
0.252631578947	0.442105263158	0.914088794529	0.000133515813	0.312253381262	0.000000693945
0.252631578947	0.505263157895	0.874403223851	0.000729438064	0.290924858358	0.000003449455
0.252631578947	0.568421052632	0.872935790776	0.000111445422	0.270436368477	0.000001290246
0.252631578947	0.631578947368	0.904958308551	0.000179663518	0.251817992108	0.000003686178
0.252631578947	0.694736842105	0.947796367353	0.000035025935	0.235208374041	0.000000687879
0.252631578947	0.757894736842	0.992653092129	0.000039020535	0.220379950440	0.000000733758
0.252631578947	0.821052631579	1.043447264951	0.000790506865	0.207064389771	0.000022691457
0.252631578947	0.884210526316	1.098316824877	0.000487454019	0.195171695374	0.000016913953
0.252631578947	0.947368421053	1.156064168872	0.000406411599	0.184533569404	0.000016121058
0.252631578947	1.010526315789	1.214060611425	0.000185781074	0.174942606766	0.000007599982
0.252631578947	1.073684210526	1.273216861952	0.000246865275	0.166278965112	0.000008003683
0.252631578947	1.136842105263	1.332371463923	0.000203628863	0.158405889530	0.000006916560
0.252631578947	1.200000000000	1.391855188969	0.000227835394	0.151232524676	0.000007628321
0.315789473684	0.000000000000	2.000000000000	0.000000000000	0.454778823024	0.000000000000
0.315789473684	0.063157894737	2.000000000000	0.000000000000	0.441534044053	0.000000000000
0.315789473684	0.126315789474	2.000000000000	0.000000000000	0.428278090213	0.000000000000
0.315789473684	0.189473684211	1.242770203166	0.000151378976	0.413113325398	0.000000089660
0.315789473684	0.252631578947	1.073249863785	0.000224703930	0.390622144674	0.000000872194
0.315789473684	0.315789473684	1.039429542939	0.000082914984	0.367875419084	0.000000488841
0.315789473684	0.378947368421	0.974012464920	0.000250373177	0.345780382609	0.000000694802
0.315789473684	0.442105263158	0.898455575756	0.000134349189	0.323075559704	0.000000705485
0.315789473684	0.505263157895	0.879808370891	0.000046077562	0.300802994520	0.000000424221
0.315789473684	0.568421052632	0.892697729173	0.000143845999	0.280048057810	0.000001826832
0.315789473684	0.631578947368	0.923585846263	0.000205337467	0.261190306196	0.000003510522
