############################################################################################################
# Minimums of wetness found for the following parameters:
# Body = WalkingMan.in, vmax = 0.7 vfall
# dx = 0.001 m, nstep = 50
# nfit = 9, dv = 0.006 vfall
# Columns:
# vcross (vfall)	vtail (vfall)	vopt (vfall)	vopt_std (vfall)	Rmin (m^2)	Rmin_std (m^2)
############################################################################################################
0.300000000000	0.000000000000	0.700000000000	0.000000000000	0.632125282360	0.000000000000
0.300000000000	0.014285714286	0.700000000000	0.000000000000	0.622801540403	0.000000000000
0.300000000000	0.028571428571	0.700000000000	0.000000000000	0.613523083572	0.000000000000
0.300000000000	0.042857142857	0.700000000000	0.000000000000	0.604267659570	0.000000000000
0.300000000000	0.057142857143	0.700000000000	0.000000000000	0.595049843986	0.000000000000
0.300000000000	0.071428571429	0.700000000000	0.000000000000	0.585886302348	0.000000000000
0.300000000000	0.085714285714	0.700000000000	0.000000000000	0.576760312620	0.000000000000
0.300000000000	0.100000000000	0.700000000000	0.000000000000	0.567676540952	0.000000000000
0.300000000000	0.114285714286	0.700000000000	0.000000000000	0.558630122161	0.000000000000
0.300000000000	0.128571428571	0.700000000000	0.000000000000	0.549635276135	0.000000000000
0.300000000000	0.142857142857	0.700000000000	0.000000000000	0.540667155854	0.000000000000
0.300000000000	0.157142857143	0.700000000000	0.000000000000	0.531747044492	0.000000000000
0.300000000000	0.171428571429	0.700000000000	0.000000000000	0.522873559909	0.000000000000
0.300000000000	0.185714285714	0.700000000000	0.000000000000	0.514046283402	0.000000000000
0.300000000000	0.200000000000	0.700000000000	0.000000000000	0.505257244785	0.000000000000
0.300000000000	0.214285714286	0.700000000000	0.000000000000	0.496505186336	0.000000000000
0.300000000000	0.228571428571	0.700000000000	0.000000000000	0.487784297552	0.000000000000
0.300000000000	0.242857142857	0.700000000000	0.000000000000	0.479095699381	0.000000000000
0.300000000000	0.257142857143	0.700000000000	0.000000000000	0.470441635742	0.000000000000
0.300000000000	0.271428571429	0.700000000000	0.000000000000	0.461816388949	0.000000000000
0.300000000000	0.285714285714	0.700000000000	0.000000000000	0.453221894398	0.000000000000
0.300000000000	0.300000000000	0.700000000000	0.000000000000	0.444651423018	0.000000000000
0.300000000000	0.314285714286	0.700000000000	0.000000000000	0.436111151269	0.000000000000
0.300000000000	0.328571428571	0.700000000000	0.000000000000	0.427596308752	0.000000000000
0.300000000000	0.342857142857	0.700000000000	0.000000000000	0.419124136619	0.000000000000
0.300000000000	0.357142857143	0.700000000000	0.000000000000	0.410762325565	0.000000000000
0.300000000000	0.371428571429	0.700000000000	0.000000000000	0.402500565754	0.000000000000
0.300000000000	0.385714285714	0.690086798787	0.000172616191	0.394299798908	0.000001962827
0.300000000000	0.400000000000	0.683773022876	0.000123734908	0.386172943711	0.000001777022
0.300000000000	0.414285714286	0.680286597328	0.000155395713	0.378157277543	0.000002545823
0.300000000000	0.428571428571	0.678482513455	0.000067577501	0.370279892321	0.000001191210
0.300000000000	0.442857142857	0.678015980663	0.000140945917	0.362555074858	0.000002608532
0.300000000000	0.457142857143	0.678458986759	0.000071899548	0.354991289342	0.000001402102
0.300000000000	0.471428571429	0.679513737064	0.000033564483	0.347597184563	0.000000647354
0.300000000000	0.485714285714	0.680603431372	0.000019008969	0.340370753834	0.000000350635
0.300000000000	0.500000000000	0.682029412387	0.000136707432	0.333303013679	0.000002599834
0.300000000000	0.514285714286	0.684080339896	0.000113418387	0.326398195961	0.000002238742
0.300000000000	0.528571428571	0.686077042978	0.000164888253	0.319664858267	0.000003016178
0.300000000000	0.542857142857	0.687381720262	0.000133287815	0.313087893512	0.000002018452
0.300000000000	0.557142857143	0.688235398738	0.000205206503	0.306642719569	0.000003306392
0.300000000000	0.571428571429	0.690358825675	0.000084108787	0.300349821944	0.000001515436
0.300000000000	0.585714285714	0.693326364167	0.000136219569	0.294206845749	0.000002490492
0.300000000000	0.600000000000	0.698756874956	0.000839347279	0.288188824090	0.000020506993
0.300000000000	0.614285714286	0.700000000000	0.000000000000	0.282380198613	0.000000000000
0.300000000000	0.628571428571	0.700000000000	0.000000000000	0.276923404311	0.000000000000
0.300000000000	0.642857142857	0.700000000000	0.000000000000	0.271879151167	0.000000000000
0.300000000000	0.657142857143	0.700000000000	0.000000000000	0.267215981355	0.000000000000
0.300000000000	0.671428571429	0.700000000000	0.000000000000	0.262966446753	0.000000000000
0.300000000000	0.685714285714	0.700000000000	0.000000000000	0.259163247369	0.000000000000
0.300000000000	0.700000000000	0.700000000000	0.000000000000	0.255824327722	0.000000000000
